product,price,link,years,kilometraje,_created,id,location_city,location_state
Chevrolet Captiva 2.4 Sport,52000000,https://carro.mercadolibre.com.co/MCO-1415224391-chevrolet-captiva-24-sport-_JM#position=34&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2017,51753,2024-04-21,1415224391,Suba,Bogotá D.C.
Bmw X1 1.5 Sdrive18i,108000000,https://carro.mercadolibre.com.co/MCO-1415198467-bmw-x1-15-sdrive18i-2018-_JM#position=35&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2018,48000,2024-04-21,1415198467,Envigado,Antioquia
Mazda 2 1.5 Touring,62800000,https://carro.mercadolibre.com.co/MCO-1415288361-mazda-2-15-touring-2018-_JM#position=36&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2018,51570,2024-04-21,1415288361,Envigado,Antioquia
Dodge Journey 2.4 Se Fl,44900000,https://carro.mercadolibre.com.co/MCO-1415198211-dodge-journey-se-_JM#position=37&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2014,91480,2024-04-21,1415198211,Suba,Bogotá D.C.
Renault Duster 2.0 Dynamique 4x2,53500000,https://carro.mercadolibre.com.co/MCO-1415197917-renault-duster-20-dynamique-2019-_JM#position=38&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2019,48700,2024-04-21,1415197917,Kennedy,Bogotá D.C.
Renault Logan Polar / Life 1.6,43900000,https://carro.mercadolibre.com.co/MCO-1415300869-renault-logan-expression-16-_JM#position=39&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2020,25000,2024-04-21,1415300869,Engativa,Bogotá D.C.
Ford Ecosport 2.0 Titanium At,75000000,https://carro.mercadolibre.com.co/MCO-1415300835-ford-ecosport-20-titanium-at-_JM#position=40&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2020,16800,2024-04-21,1415300835,Suba,Bogotá D.C.
Ssangyong Kyron 2.3 G23,41000000,https://carro.mercadolibre.com.co/MCO-1415236401-ssangyong-kyron-g23-23-_JM#position=41&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2014,99800,2024-04-21,1415236401,Engativa,Bogotá D.C.
Mercedes-benz Clase Gla 1.6 Urban,121500000,https://carro.mercadolibre.com.co/MCO-1415275177-mercedes-benz-clase-gla-200-16-_JM#position=42&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2020,22128,2024-04-21,1415275177,Teusaquillo,Bogotá D.C.
Kia Sportage 2.0 Vibrant Aut,95000000,https://carro.mercadolibre.com.co/MCO-1415197565-kia-sportage-vibrant-aut-20-_JM#position=43&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2023,41821,2024-04-21,1415197565,Fontibón,Bogotá D.C.
Chevrolet Onix 1.4 Lt,45000000,https://carro.mercadolibre.com.co/MCO-1415287581-chevrolet-onix-14-lt-2019-_JM#position=44&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2019,62127,2024-04-21,1415287581,Sabaneta,Antioquia
Toyota Hilux 3.0 Vigo,85000000,https://carro.mercadolibre.com.co/MCO-1415261677-toyota-hilux-30-vigo-_JM#position=45&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2007,207000,2024-04-21,1415261677,Suba,Bogotá D.C.
Renault Logan 1.4 Entry Familier Fii,23500000,https://carro.mercadolibre.com.co/MCO-1415287163-renault-logan-familier-_JM#position=46&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2013,167103,2024-04-21,1415287163,Suba,Bogotá D.C.
Chevrolet N300 1.5 Max,46500000,https://carro.mercadolibre.com.co/MCO-1415196427-chevrolet-n300-furgon-_JM#position=47&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2016,110930,2024-04-21,1415196427,Kennedy,Bogotá D.C.
Volkswagen Jetta 1.4 Tsi Highline,103900000,https://carro.mercadolibre.com.co/MCO-2335127236-volkswagen-jetta-highline-14-_JM#position=48&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2023,3000,2024-04-21,2335127236,Fontibón,Bogotá D.C.
Toyota Hilux 3.0 Srv 169 Hp,143500000,https://carro.mercadolibre.com.co/MCO-2455750424-toyota-hilux-30-_JM#position=1&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2015,155010,2024-06-18,2455750424,Martires,Bogotá D.C.
Toyota Corolla Cross Xe-i Hybrid  1.8,125000000,https://carro.mercadolibre.com.co/MCO-2455672644-toyota-corolla-cross-xe-i-hybrid-18-4x2-2022-_JM#position=2&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2022,48265,2024-06-18,2455672644,Chía,Cundinamarca
Toyota Fortuner 2.4 Sr Diesel,208000000,https://carro.mercadolibre.com.co/MCO-2455659422-toyota-fortuner-24-sr-diesel-2022-_JM#position=3&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2022,19026,2024-06-18,2455659422,Medellín,Antioquia
Honda Cr-v 2.4 Ex,35000000,https://carro.mercadolibre.com.co/MCO-2455762404-honda-crv-ex-24-_JM#position=4&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2006,188104,2024-06-18,2455762404,Usaquén,Bogotá D.C.
Renault Symbol 1.4 Authentique,18000000,https://carro.mercadolibre.com.co/MCO-2455697046-renault-symbol-authentique-14-_JM#position=5&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2007,117000,2024-06-18,2455697046,Madrid,Cundinamarca
Renault Stepway 1.6 Intens Mt,65000000,https://carro.mercadolibre.com.co/MCO-2455734070-renault-stepway-16-intens-2023-_JM#position=6&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2023,20000,2024-06-18,2455734070,Medellín,Antioquia
Kia Niro 1.6 Zenith Hibridó At,88000000,https://carro.mercadolibre.com.co/MCO-2455695204-kia-niro-16-zenith-hibrido-2019-_JM#position=7&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2019,101509,2024-06-18,2455695204,Envigado,Antioquia
Seat Ibiza 1.4 Mt,34800000,https://carro.mercadolibre.com.co/MCO-2455732414-seat-ibiza-_JM#position=8&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2014,81000,2024-06-18,2455732414,Suba,Bogotá D.C.
Renault Zoe Zen,110000000,https://carro.mercadolibre.com.co/MCO-2455655078-renault-zoe-electrico-2023-_JM#position=9&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2023,30581,2024-06-18,2455655078,Kennedy,Bogotá D.C.
Land Rover Range Rover 2.0 Si4,149900000,https://carro.mercadolibre.com.co/MCO-2455664856-land-rover-range-rover-20-si4-_JM#position=10&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2018,43000,2024-06-18,2455664856,Envigado,Antioquia
Peugeot 5008 2.0 Gt Line,105000000,https://carro.mercadolibre.com.co/MCO-2455702832-peugeot-5008-gt-line-20-_JM#position=11&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2019,86655,2024-06-18,2455702832,Cajicá,Cundinamarca
Land Rover Range Rover Evoque 2.0 Evoque,125000000,https://carro.mercadolibre.com.co/MCO-2455702538-land-rover-range-rover-evoque-20-_JM#position=12&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2017,33000,2024-06-18,2455702538,Suba,Bogotá D.C.
Toyota Fortuner 2.7l 4x2,87000000,https://carro.mercadolibre.com.co/MCO-1439010303-toyota-fortuner-27l-_JM#position=13&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2013,132800,2024-06-18,1439010303,Suba,Bogotá D.C.
Kia Soul 1.6 Ex,53000000,https://carro.mercadolibre.com.co/MCO-1439049387-kia-soul-_JM#position=14&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2017,70750,2024-06-18,1439049387,Kennedy,Bogotá D.C.
Bmw X5 3.0 Xdrive30d,154900000,https://carro.mercadolibre.com.co/MCO-1438982865-bmw-x4-xdrive-30d-30-_JM#position=15&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2015,48500,2024-06-18,1438982865,Usaquén,Bogotá D.C.
Jeep Compass 2.4 4x2 Sport,110000000,https://carro.mercadolibre.com.co/MCO-1438982717-jeep-compass-24-_JM#position=16&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2021,20553,2024-06-18,1438982717,Teusaquillo,Bogotá D.C.
Mazda 3 Touring 2.0,93990000,https://carro.mercadolibre.com.co/MCO-1438969695-mazda-3-touring-at-20-2022-_JM#position=17&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2022,12000,2024-06-18,1438969695,Usaquén,Bogotá D.C.
Chevrolet Tracker 1.2 Ltz,78000000,https://carro.mercadolibre.com.co/MCO-1438981985-chevrolet-tracker-ltz-turbo-12-_JM#position=18&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2021,62400,2024-06-18,1438981985,Fontibón,Bogotá D.C.
Hyundai Accent 1.4l 4 P,38000000,https://carro.mercadolibre.com.co/MCO-1438943225-hyundai-accent-gl-14-_JM#position=19&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2013,116000,2024-06-18,1438943225,Suba,Bogotá D.C.
Renault Logan 1.4 Entry Familier Fii,31500000,https://carro.mercadolibre.com.co/MCO-1438981847-renault-logan-entry-familier-14-_JM#position=20&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2015,70000,2024-06-18,1438981847,Ciudad Bolívar,Bogotá D.C.
Kia Picanto Ion Xtrem 1.2,33000000,https://carro.mercadolibre.com.co/MCO-1438942771-kia-picanto-ion-xtrem-mt-12-2015-_JM#position=21&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2015,65677,2024-06-18,1438942771,Barrios Unidos,Bogotá D.C.
Mazda 2 1.5 15hm8,34000000,https://carro.mercadolibre.com.co/MCO-1438941505-mazda-2-15hm8-mt-15-_JM#position=22&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2011,68300,2024-06-18,1438941505,Suba,Bogotá D.C.
Mercedes-benz Clase C 1.8,49000000,https://carro.mercadolibre.com.co/MCO-1439045057-mercedes-benz-c-180-_JM#position=23&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2007,106000,2024-06-18,1439045057,Fontibón,Bogotá D.C.
Chevrolet Cruze 1.8 Ls At,28500000,https://carro.mercadolibre.com.co/MCO-1438966631-chevrolet-cruze-18-ls-at-2011-_JM#position=24&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2011,153800,2024-06-18,1438966631,Medellín,Antioquia
Toyota Prado Tx-l 3.0,170000000,https://carro.mercadolibre.com.co/MCO-1439018291-toyota-prado-tx-l-at-3-0-2014-_JM#position=25&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2014,105328,2024-06-18,1439018291,Santa Fe,Bogotá D.C.
Ssangyong Rexton W 270xdi,65000000,https://carro.mercadolibre.com.co/MCO-1438966433-ssangyong-rexton-w-270xdi-at-27-2014-_JM#position=26&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2014,114700,2024-06-18,1438966433,Chapinero,Bogotá D.C.
Kia Optima Hibrido,105000000,https://carro.mercadolibre.com.co/MCO-1438973065-kia-optima-20-hibrido-_JM#position=27&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2020,61041,2024-06-18,1438973065,Cota,Cundinamarca
Chevrolet Tracker 1.8 Lt,51000000,https://carro.mercadolibre.com.co/MCO-2455428240-chevrolet-tracker-lt-_JM#position=28&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2016,60000,2024-06-18,2455428240,Suba,Bogotá D.C.
Land Rover Range Rover 2.0 Si4,97000000,https://carro.mercadolibre.com.co/MCO-2455401926-land-rover-range-rover-evoque-si4-_JM#position=29&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2012,34120,2024-06-18,2455401926,Suba,Bogotá D.C.
Renault Clio 1.2 Style U,27500000,https://carro.mercadolibre.com.co/MCO-2455414290-renault-clio-12-style-u-_JM#position=30&search_layout=grid&type=item&tracking_id=d7a439c6-d9e0-4207-b9c6-f3073f9aee9d,2016,103000,2024-06-18,2455414290,Suba,Bogotá D.C.
Nissan Versa 1.6 Sense,54000000,https://carro.mercadolibre.com.co/MCO-1441614681-nissan-versa-16-sense-_JM#position=1&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2020,34700,2024-06-24,1441614681,Chapinero,Bogotá D.C.
Volkswagen Gol 1.6 Comfortline Msi,36900000,https://carro.mercadolibre.com.co/MCO-1441606091-volkswagen-gol-16-comfortline-msi-_JM#position=2&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2017,76000,2024-06-24,1441606091,Suba,Bogotá D.C.
Renault Logan 1.6 Expression,23500000,https://carro.mercadolibre.com.co/MCO-2469352440-renault-logan-16-expression-_JM#position=3&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2008,105000,2024-06-24,2469352440,Usaquén,Bogotá D.C.
Jeep Grand Cherokee 3.6 Limited 4x4,126000000,https://carro.mercadolibre.com.co/MCO-2469360720-jeep-grand-cherokee-36-limited-4x4-_JM#position=4&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2019,19850,2024-06-24,2469360720,Suba,Bogotá D.C.
Volkswagen Jetta 1.4 Sportline,82500000,https://carro.mercadolibre.com.co/MCO-2469319800-volkswagen-jetta-14-sportline-_JM#position=5&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2020,42500,2024-06-24,2469319800,Usaquén,Bogotá D.C.
Volkswagen Polo 1.6 Msi Comfortline,64000000,https://carro.mercadolibre.com.co/MCO-1441547151-volkswagen-polo-16-msi-comfortline-_JM#position=6&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2022,25800,2024-06-24,1441547151,Usaquén,Bogotá D.C.
Suzuki Vitara 1.6 Live,69500000,https://carro.mercadolibre.com.co/MCO-2469013810-suzuki-vitara-16-live-_JM#position=7&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2020,39500,2024-06-24,2469013810,Suba,Bogotá D.C.
Nissan Leaf Leaf,96000000,https://carro.mercadolibre.com.co/MCO-1441406489-nissan-leaf-electrico-_JM#position=8&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2020,30529,2024-06-24,1441406489,Usaquén,Bogotá D.C.
Volkswagen Jetta 2.0 Comfortline,54000000,https://carro.mercadolibre.com.co/MCO-1441392393-volkswagen-jetta-comfortline-20-_JM#position=9&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2017,67200,2024-06-24,1441392393,Usaquén,Bogotá D.C.
Bmw Z4 2.0 Sdrive20i,94993000,https://carro.mercadolibre.com.co/MCO-1441322273-bmw-z4-20-sdrive-20i-_JM#position=10&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2013,31000,2024-06-24,1441322273,Chapinero,Bogotá D.C.
Jeep Cherokee 3.2 Longitude,75000000,https://carro.mercadolibre.com.co/MCO-1441309121-jeep-cherokee-32-longitude-2015-_JM#position=11&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2015,101600,2024-06-24,1441309121,Teusaquillo,Bogotá D.C.
Volkswagen Nivus 1.0 Comfortline,78900000,https://carro.mercadolibre.com.co/MCO-1441378619-volkswagen-nivus-comfortline-10-_JM#position=12&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2021,15600,2024-06-24,1441378619,Usaquén,Bogotá D.C.
Renault Duster 2.0 Dynamique 4x2,57900000,https://carro.mercadolibre.com.co/MCO-1441321437-renault-duster-dynamique-20-4x2-_JM#position=13&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2019,43400,2024-06-24,1441321437,Fontibón,Bogotá D.C.
Volkswagen Gol 1.6 Trendline,46700000,https://carro.mercadolibre.com.co/MCO-2468012812-volkswagen-gol-trendline-16-_JM#position=14&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2020,18000,2024-06-24,2468012812,Kennedy,Bogotá D.C.
Mazda Cx-30 2.0 Grand Touring Lx At Hibrido Ligero - Mhev,133000000,https://carro.mercadolibre.com.co/MCO-2468000078-mazda-cx30-grand-touring-lx-20-_JM#position=15&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2024,5000,2024-06-24,2468000078,Suba,Bogotá D.C.
Mazda Bt-50 2.2 B22cs7 4x2,39900000,https://carro.mercadolibre.com.co/MCO-2467948314-mazda-bt50-b22cs7-22-_JM#position=16&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2008,228000,2024-06-24,2467948314,Usaquén,Bogotá D.C.
Mazda 2 1.5 Touring Sedan,61600000,https://carro.mercadolibre.com.co/MCO-1441345583-mazda-2-touring-15-_JM#position=17&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2019,36500,2024-06-24,1441345583,Suba,Bogotá D.C.
Chevrolet Optra 1.6 Advance,20000000,https://carro.mercadolibre.com.co/MCO-2467948116-chevrolet-optra-16-advance-2010-_JM#position=18&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2010,121860,2024-06-24,2467948116,Puente Aranda,Bogotá D.C.
Hyundai Accent 1.4 Gls Mecanico,23000000,https://carro.mercadolibre.com.co/MCO-2467973978-hyundai-accent-14-gls-2008-_JM#position=19&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2008,178746,2024-06-24,2467973978,Medellín,Antioquia
Chevrolet Tracker 1.8 Ls At,57000000,https://carro.mercadolibre.com.co/MCO-1441307233-chevrolet-tracker-ls-at-18-_JM#position=20&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2018,55500,2024-06-24,1441307233,Suba,Bogotá D.C.
Volkswagen Fox 1.6 Xtreme,48000000,https://carro.mercadolibre.com.co/MCO-1441331019-volkswagen-fox-extreme-16-_JM#position=21&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2020,24000,2024-06-24,1441331019,Usaquén,Bogotá D.C.
Kia Grand Pregio 3.0 Gs,68000000,https://carro.mercadolibre.com.co/MCO-2468010042-kia-pregio-grand-gs-2012-_JM#position=22&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2012,256496,2024-06-24,2468010042,San Cristobal Sur,Bogotá D.C.
Volkswagen Tiguan 2.0 Elegance Emotion,145000000,https://carro.mercadolibre.com.co/MCO-2467959904-volkswagen-tiguan-elegance-20-_JM#position=23&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2022,11300,2024-06-24,2467959904,Usaquén,Bogotá D.C.
Suzuki Swift 1.2 Dzire,43000000,https://carro.mercadolibre.com.co/MCO-2467945538-suzuki-swift-dzire-mt-12-_JM#position=24&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2023,38300,2024-06-24,2467945538,Suba,Bogotá D.C.
Mazda Cx-3 2.0 Grand Touring At,74000000,https://carro.mercadolibre.com.co/MCO-1441303557-mazda-cx-3-20-grand-touring-_JM#position=25&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2019,61432,2024-06-24,1441303557,Barrios Unidos,Bogotá D.C.
Hyundai Accent 1.6 Advance,53000000,https://carro.mercadolibre.com.co/MCO-2467995416-hyundai-accent-16-advance-2022-_JM#position=26&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2022,62800,2024-06-24,2467995416,Rafael Uribe Uribe,Bogotá D.C.
Chevrolet Captiva 2.4 Sport 182 Hp,34000000,https://carro.mercadolibre.com.co/MCO-1441290107-chevrolet-captiva-24-sport-at-2016-_JM#position=27&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2016,72000,2024-06-24,1441290107,Kennedy,Bogotá D.C.
Nissan Versa V-drive At 1600cc 6ab Abs,62000000,https://carro.mercadolibre.com.co/MCO-1441315857-nissan-versa-v-drive-_JM#position=28&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2023,13155,2024-06-24,1441315857,Fontibón,Bogotá D.C.
Renault Logan 1.6 Expression,20000000,https://carro.mercadolibre.com.co/MCO-2467969492-renault-logan-16-expression-_JM#position=29&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2010,102000,2024-06-24,2467969492,Suba,Bogotá D.C.
Ford F-350 5.8,38500000,https://carro.mercadolibre.com.co/MCO-2468006942-ford-f-350-_JM#position=30&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,1999,200000,2024-06-24,2468006942,Engativa,Bogotá D.C.
Chevrolet Sonic 1.6 Lt 5 P,37000000,https://carro.mercadolibre.com.co/MCO-2467969216-chevrolet-sonic-lt-16-_JM#position=31&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2016,52900,2024-06-24,2467969216,Fontibón,Bogotá D.C.
Volkswagen Jetta 2.0 Trendline 4 P 114 Hp,42000000,https://carro.mercadolibre.com.co/MCO-2468006588-volkswagen-nuevo-jetta-20-_JM#position=32&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2014,51000,2024-06-24,2468006588,Usaquén,Bogotá D.C.
Jeep Compass 2.4 4x2 Longitud Aut,80000000,https://carro.mercadolibre.com.co/MCO-1441315051-jeep-compass-longitude-24-_JM#position=33&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2019,25000,2024-06-24,1441315051,Usaquén,Bogotá D.C.
Dodge Journey 2.7 Sxt,40000000,https://carro.mercadolibre.com.co/MCO-1441340341-dodge-journey-27-sxt-_JM#position=34&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2010,71000,2024-06-24,1441340341,Suba,Bogotá D.C.
Bmw Serie 3 2.0 320i F30 Sportline,89000000,https://carro.mercadolibre.com.co/MCO-1441289071-bmw-320-i-sportline-20-_JM#position=35&search_layout=grid&type=item&tracking_id=dce3175b-e093-466e-aff3-7cce24d23712,2017,79000,2024-06-24,1441289071,Usaquén,Bogotá D.C.
